2019-05-06 06:55:15	1	Zx_Game	17179869185	2008122_	1	success	123.147.250.248
2019-05-06 06:56:59	1	Zx_Game	17179869185	2001012	109	success	123.147.250.248
2019-05-06 07:00:48	1	Zx_Game	17179869185	2008108_	99999	success	123.147.250.248
2019-05-06 07:01:25	1	Zx_Game	17179869185	2008107_	99999	success	123.147.250.248
2019-05-06 07:04:12	1	Zx_Game	17179869185	2006015_	99999	success	123.147.250.248
2019-05-06 07:05:44	1	Zx_Game	17179869185	2001011_	1	success	123.147.250.248
2019-05-06 07:06:55	1	Zx_Game	17179869185	2000301_	999999	success	123.147.250.248
2019-05-06 07:08:06	1	Zx_Game	17179869185	2000417_	10	success	123.147.250.248
2019-05-06 07:08:14	1	Zx_Game	17179869185	2000415_	10	success	123.147.250.248
2019-05-06 07:20:04	1	Zx_Game	17179869185	2100005_	1	success	123.147.250.248
2019-05-06 07:21:06	1	Zx_Game	17179869185	2005048_	1	success	123.147.250.248
2019-05-06 07:24:42	1	Zx_Game	17179869185	2000336_	9999	success	123.147.250.248
2019-05-06 07:29:44	1	Zx_Game	17179869185	2000116_	999999	success	123.147.250.248
2019-05-06 07:33:47	1	Zx_Game	17179869185	2000015_	999999	success	123.147.250.248
2019-05-06 07:33:56	1	Zx_Game	17179869185	2000014_	999999	success	123.147.250.248
2019-05-06 07:36:19	1	Zx_Game	17179869185	2006701_	999999	success	123.147.250.248
2019-05-06 07:36:25	1	Zx_Game	17179869185	2006702_	999999	success	123.147.250.248
2019-05-06 07:36:35	1	Zx_Game	17179869185	2006706_	999999	success	123.147.250.248
2019-05-06 07:36:41	1	Zx_Game	17179869185	2006708_	999999	success	123.147.250.248
2019-05-06 07:36:49	1	Zx_Game	17179869185	2006703_	999999	success	123.147.250.248
2019-05-06 07:39:16	1	Zx_Game	17179869185	2999102_	999999	success	123.147.250.248
2019-05-06 07:40:06	1	Zx_Game	17179869185	2999101_	999999	success	123.147.250.248
2019-05-06 07:40:55	1	Zx_Game	17179869185	2101019_	9999	success	123.147.250.248
2019-05-06 07:41:07	1	Zx_Game	17179869185	2101006_	9999	success	123.147.250.248
2019-05-06 07:41:32	1	Zx_Game	17179869185	2101005_	9999	success	123.147.250.248
2019-05-06 09:41:18	1	明文乐	17179869187	2000341_	999999	success	223.104.45.74
2019-05-06 09:44:09	1	明文乐	17179869187	2000341	999999999999	success	106.16.180.237
2019-05-06 10:11:36	1	晓晓	17179869189	2000341	100000000000	success	221.192.180.126
2019-05-06 10:11:49	1	晓晓	17179869189	2005107	100	success	221.192.180.126
2019-05-06 10:11:58	1	晓晓	17179869189	2005108	100	success	221.192.180.126
2019-05-06 10:12:10	1	晓晓	17179869189	2005105	100	success	221.192.180.126
2019-05-06 10:12:16	1	晓晓	17179869189	2005106	100	success	221.192.180.126
2019-05-06 12:14:42	1	晓晓	17179869189	2000315_	10000	success	183.3.226.234
2019-05-06 12:27:37	1	晓晓	17179869189	0_	2000	success	183.3.226.234
2019-05-06 12:31:13	1	晓晓	17179869189	0_	2000	success	183.3.226.234
2019-05-06 12:31:37	1	晓晓	17179869189	2000336_	2000	success	183.3.226.234
2019-05-06 12:35:44	1	晓晓	17179869189	2005108_	2000	success	183.3.226.234
2019-05-06 12:41:20	1	晓晓	17179869189	2005103_	2000	success	183.3.226.234
2019-05-06 12:41:44	1	晓晓	17179869189	2005092_	2000	success	183.3.226.234
2019-05-06 12:41:47	1	晓晓	17179869189	2005050_	2000	success	183.3.226.234
2019-05-06 12:41:58	1	晓晓	17179869189	2005026_	2000	success	183.3.226.234
2019-05-06 12:44:30	1	晓晓	17179869189	2008122_	2	success	183.3.226.234
2019-05-06 12:44:41	1	晓晓	17179869189	2008121_	2	success	183.3.226.234
2019-05-06 13:56:04	1	晓晓	17179869189	2000116_	50000	success	183.3.226.234
2019-05-06 13:56:20	1	晓晓	17179869189	2000115_	50000	success	183.3.226.234
2019-05-06 14:01:19	1	晓晓	17179869189	2006610_	5	success	183.3.226.234
2019-05-06 14:01:58	1	晓晓	17179869189	2006610_	55	success	183.3.226.234
2019-05-06 14:02:33	1	晓晓	17179869189	2001012_	1	success	183.3.226.234
2019-05-06 14:03:34	1	晓晓	17179869189	2001412_	1	success	183.3.226.234
2019-05-06 14:05:31	1	晓晓	17179869189	2001013_	1	success	183.3.226.234
2019-05-06 14:05:53	1	晓晓	17179869189	2001011_	1	success	183.3.226.234
2019-05-06 14:09:22	1	晓晓	17179869189	2001112_	1	success	182.97.123.192
2019-05-06 14:09:31	1	晓晓	17179869189	2001108_	1	success	182.97.123.192
2019-05-06 14:09:59	1	晓晓	17179869189	2001110_	1	success	182.97.123.192
2019-05-06 14:10:10	1	晓晓	17179869189	2001111_	1	success	182.97.123.192
2019-05-06 14:11:39	1	晓晓	17179869189	2001310_	1	success	182.97.123.192
2019-05-06 14:11:47	1	晓晓	17179869189	2001309_	1	success	182.97.123.192
2019-05-06 14:12:31	1	晓晓	17179869189	2001410_	1	success	182.97.123.192
2019-05-06 14:12:42	1	晓晓	17179869189	2001411_	1	success	182.97.123.192
2019-05-06 14:13:00	1	晓晓	17179869189	2001409_	1	success	182.97.123.192
2019-05-06 14:13:11	1	晓晓	17179869189	2001408_	1	success	182.97.123.192
2019-05-06 14:13:31	1	晓晓	17179869189	2000341_	100	success	182.97.123.192
2019-05-06 14:13:48	1	晓晓	17179869189	2000336_	100	success	182.97.123.192
2019-05-06 14:14:08	1	3	17179869185	2001012_	1	success	221.192.180.53
2019-05-06 14:14:17	1	3	17179869185	2005107_	1	success	221.192.180.53
2019-05-06 14:14:20	1	3	17179869185	2005107_	100	success	221.192.180.53
2019-05-06 15:07:01	1	3	17179869185	2000336_	1000	success	221.192.180.53
2019-05-06 15:09:31	1	3	17179869185	2006601_	1	success	221.192.180.53
2019-05-06 15:10:08	1	3	17179869185	2006601_	100	success	221.192.180.53
2019-05-06 15:11:10	1	安绚	17179869192	2000341	999999999999	success	113.247.127.8
2019-05-06 15:14:18	1	安绚	17179869192	2001012_	1	success	113.247.127.8
2019-05-06 15:15:45	1	晓晓	17179869189	2008107_	99999	success	182.97.123.192
2019-05-06 15:15:50	1	晓晓	17179869189	2008108_	99999	success	182.97.123.192
2019-05-06 15:16:06	1	晓晓	17179869189	2008108	999999999999	success	182.97.123.192
2019-05-06 15:28:53	1	3	17179869185	2001412_	1	success	221.192.180.53
2019-05-06 15:39:22	1	3	17179869185	2001412_	1	success	221.192.180.53
2019-05-06 16:24:38	1	晓晓	17179869189	2005107_	20000	success	183.3.226.234
2019-05-06 16:24:47	1	晓晓	17179869189	0_	20000	success	183.3.226.234
2019-05-06 16:24:50	1	晓晓	17179869189	2005106_	20000	success	183.3.226.234
