2019-05-12 00:14:57	1	17179869193	2005107_	100	success	122.228.147.138
2019-05-12 00:16:49	1	17179869193	2005105_	100	success	122.228.147.138
2019-05-12 00:19:08	1	17179869193	2005108_	100	success	122.228.147.138
2019-05-12 00:20:28	1	17179869193	2005106_	100	success	122.228.147.138
2019-05-12 00:43:39	1	17179869194	2005106_	100	success	122.228.147.138
2019-05-12 00:45:34	1	17179869194	2005106	999999999	success	122.228.147.138
2019-05-12 01:21:12	1	17179869195	2005106_	100	success	122.228.147.138
2019-05-12 01:22:43	1	17179869195	2005904_	100	success	122.228.147.138
2019-05-12 02:02:56	1	17179869196	2005106_	10	success	122.228.147.138
2019-05-12 02:07:24	1	17179869198	2005106_	10	success	122.228.147.138
2019-05-12 02:08:09	1	17179869198	2005106_	10	success	122.228.147.138
2019-05-12 02:09:33	1	17179869198	2005106_	100	success	122.228.147.138
2019-05-12 02:15:15	1	17179869198	2005904_	100	success	122.228.147.138
2019-05-12 02:20:18	1	17179869199	2005904_	100	success	122.228.147.138
2019-05-12 02:20:22	1	17179869199	2005108_	100	success	122.228.147.138
2019-05-12 02:22:09	1	17179869199	2005106_	100	success	122.228.147.138
2019-05-12 02:22:44	1	17179869199	2005105_	100	success	122.228.147.138
2019-05-12 02:35:07	1	17179869199	2005101_	100	success	122.228.147.138
2019-05-12 02:53:25	1	17179869200	2005106_	100	success	122.228.147.138
2019-05-12 02:54:28	1	17179869200	2005904_	100	success	122.228.147.138
2019-05-12 03:26:18	1	17179869201	2005105_	100	success	122.228.147.138
2019-05-12 03:27:11	1	17179869201	2005105	999999999	success	122.228.147.138
2019-05-12 03:33:36	1	17179869198	2005106_	999	success	122.228.147.138
2019-05-12 03:36:56	1	17179869198	2005102_	999	success	122.228.147.138
2019-05-12 03:37:02	1	17179869198	2005102	999999999	success	122.228.147.138
